indiana
g,36,0,36,0,36,36,36,36,36,36,36,33,7,24,19,20,13,13,3,10
fg_pct,.482,8th,.564,.599,.431,.446,.486,.403,.469,.403,.571,.288,.286,.385,.667,.667,.000,.000
fg_pct,.428,195th,.417,.381,.537,.489,.442,.386,.449,.323,.333,.667,.364,0
fga,1986,41st
fg2_pct,.488,134th,.508,.481,.541,.569,.442,.432,.548,.395,.345,.667,.375,0
fg2a,1246,124th
fg3_pct,.328,231st,.316,.299,.000,.430,0,.283,.368,.264,.320,0,.333,0
fg3a,740,29th
ft_pct,.723,79th,.836,.766,.644,.675,.620,.685,.630,.800,.529,.500,.500,0
fta,707,85th
pts_per_g,72.2,59th,20.5,11.3,9.8,9.3,8.9,5.8,2.9,2.9,1.9,1.5,1.3,0.0
orb,381,121st
drb,676,142nd
ast,497,52nd
stl,267,42nd
blk,126,120th
tov,366,35th
pf,558,202nd
opp_fg_pct,.438,222nd
opp_fg2_pct,.473,176th
opp_fg3_pct,.353,254th
opp_orb,358,188th
opp_drb,856,323rd
opp_ast,425,212th
opp_stl,170,22nd
opp_blk,100,108th
opp_tov,463,107th
opp_pf,595,215th
opp_pts_per_g,67.9,205th
SOS:,5.20
ORtg:,106.8
DRtg:,100.4
nevada-las-vegas
g,35,0,35,0,35,35,35,35,26,28,35,32,27,28,25,13
fg_pct,.436,158th,.533,.472,.413,.358,.563,.369,.322,.488,.463,.477,.278,.250
fga,2002,35th
fg2_pct,.491,109th,.587,.543,.455,.367,.563,.413,.413,.488,.487,.514,.333,.333
fg2a,1313,76th
fg3_pct,.329,229th,.375,.369,.347,.351,0,.267,.257,0,.000,.286,.167,.000
fg3a,689,68th
ft_pct,.703,152nd,.701,.674,.728,.892,.642,.760,.644,.773,.615,.630,.286,.500
fta,747,50th
pts_per_g,71.4,78th,16.1,10.4,10.3,10.1,7.2,7.1,4.9,3.7,3.6,2.2,0.5,0.4
orb,418,58th
drb,863,7th
ast,562,15th
stl,253,66th
blk,203,8th
tov,487,300th
pf,593,131st
opp_fg_pct,.389,19th
opp_fg2_pct,.425,21st
opp_fg3_pct,.312,58th
opp_orb,361,201st
opp_drb,820,289th
opp_ast,404,167th
opp_stl,227,229th
opp_blk,88,44th
opp_tov,454,118th
opp_pf,641,285th
opp_pts_per_g,63.0,81st
SOS:,5.71
ORtg:,103.2
DRtg:,91.1
california
g,33,0,33,0,33,33,33,33,33,33,9,27,20,21,6,7,3
fg_pct,.444,108th,.459,.448,.472,.498,.342,.589,.233,.348,.294,.435,.333,.333,.000
fga,1875,107th
fg2_pct,.488,132nd,.532,.480,.482,.500,.415,.589,.167,.429,.323,.571,.333,.333,.000
fg2a,1432,26th
fg3_pct,.302,312th,.348,.325,.308,.000,.224,0,.278,.222,.000,.375,.333,0,0
fg3a,443,322nd
ft_pct,.715,104th,.813,.841,.650,.690,.534,.409,.750,.571,.750,1.000,.500,.167,0
fta,585,246th
pts_per_g,67.2,177th,18.4,15.1,8.9,7.9,7.2,4.9,3.1,2.4,1.5,1.3,1.0,0.7,0.0
orb,361,162nd
drb,773,49th
ast,468,81st
stl,192,247th
blk,154,50th
tov,417,133rd
pf,549,219th
opp_fg_pct,.393,31st
opp_fg2_pct,.417,8th
opp_fg3_pct,.336,178th
opp_orb,384,253rd
opp_drb,749,166th
opp_ast,385,120th
opp_stl,196,99th
opp_blk,103,124th
opp_tov,370,291st
opp_pf,555,132nd
opp_pts_per_g,64.3,115th
SOS:,7.77
ORtg:,100.7
DRtg:,96.4
syracuse
g,40,0,40,0,40,40,34,40,40,24,40,40,39,5,6,11,13,13,11
fg_pct,.439,132nd,.470,.416,.450,.393,.530,.438,.462,.618,.322,1.000,.500,.167,.167,.000,.000
fga,2293,3rd
fg2_pct,.485,145th,.470,.495,.524,.436,.530,.438,.471,.618,.463,0,.500,.333,.333,.000,.000
fg2a,1597,4th
fg3_pct,.335,204th,.469,.288,.398,.294,0,0,.400,0,.267,1.000,0,.000,.000,.000,.000
fg3a,696,61st
ft_pct,.675,234th,.755,.744,.789,.694,.574,.462,.562,.600,.733,0,0,.000,0,.250,0
fta,843,10th
pts_per_g,70.4,98th,14.5,13.6,13.3,11.9,5.1,4.8,3.9,3.7,3.4,0.6,0.3,0.2,0.2,0.1,0.0
orb,559,1st
drb,821,18th
ast,562,15th
stl,360,3rd
blk,248,1st
tov,495,311th
pf,637,52nd
opp_fg_pct,.369,3rd
opp_fg2_pct,.427,23rd
opp_fg3_pct,.283,3rd
opp_orb,511,347th
opp_drb,884,338th
opp_ast,537,344th
opp_stl,278,338th
opp_blk,128,283rd
opp_tov,616,4th
opp_pf,726,341st
opp_pts_per_g,58.7,20th
SOS:,8.57
ORtg:,107.3
DRtg:,89.4
montana
g,32,0,32,0,24,32,22,30,32,31,32,29,29,28,20,8,12
fg_pct,.465,35th,.510,.494,.403,.456,.503,.369,.488,.548,.423,.475,.500,.250,.000
fga,1635,283rd
fg2_pct,.517,34th,.540,.564,.482,.516,.563,.404,.537,.548,.442,.475,.533,0,.000
fg2a,1046,287th
fg3_pct,.372,45th,.400,.355,.263,.418,.393,.313,.465,0,.393,0,.000,.250,.000
fg3a,589,170th
ft_pct,.767,5th,.817,.710,.764,.881,.772,.794,.900,.484,.556,.792,.750,0,0
fta,651,160th
pts_per_g,69.9,110th,14.8,14.2,13.3,8.2,7.6,6.6,6.0,3.3,2.6,2.0,1.0,0.4,0.0
orb,248,337th
drb,657,172nd
ast,405,171st
stl,187,255th
blk,100,211th
tov,391,75th
pf,543,230th
opp_fg_pct,.430,181st
opp_fg2_pct,.471,173rd
opp_fg3_pct,.335,172nd
opp_orb,334,119th
opp_drb,710,80th
opp_ast,362,71st
opp_stl,186,67th
opp_blk,88,44th
opp_tov,387,264th
opp_pf,539,107th
opp_pts_per_g,65.5,142nd
SOS:,-4.21
ORtg:,107.5
DRtg:,100.7
butler
g,36,0,36,0,33,35,36,36,36,36,35,35,36,20,24,18,18,11
fg_pct,.450,85th,.412,.496,.485,.566,.375,.547,.438,.431,.284,.240,.167,.364,.333,.000
fga,1931,72nd
fg2_pct,.507,54th,.420,.551,.486,.568,.426,.558,.580,.654,.250,.400,.125,.375,.333,0
fg2a,1243,130th
fg3_pct,.347,127th,.408,.298,.000,.000,.345,.250,.309,.250,.288,.200,.250,.333,0,.000
fg3a,688,70th
ft_pct,.696,173rd,.895,.718,.552,.574,.867,.654,.500,.719,.778,.750,.667,.500,0,0
fta,744,53rd
pts_per_g,69.3,120th,16.9,11.3,10.1,9.6,9.5,4.5,3.4,2.3,1.9,1.0,0.8,0.8,0.1,0.0
orb,419,57th
drb,794,32nd
ast,465,85th
stl,206,204th
blk,94,229th
tov,474,279th
pf,644,48th
opp_fg_pct,.416,116th
opp_fg2_pct,.453,96th
opp_fg3_pct,.334,165th
opp_orb,322,79th
opp_drb,735,128th
opp_ast,397,144th
opp_stl,235,259th
opp_blk,113,191st
opp_tov,406,226th
opp_pf,657,303rd
opp_pts_per_g,63.9,103rd
SOS:,6.08
ORtg:,106.4
DRtg:,98.1
bucknell
g,34,0,34,0,34,34,34,34,34,33,34,33,29,11,22,7,4,13,3
fg_pct,.453,76th,.509,.467,.397,.495,.420,.286,.440,.417,.426,.538,.406,.308,.333,.286,0
fga,1807,151st
fg2_pct,.483,159th,.519,.515,.398,.498,.453,.421,.455,.417,.426,.667,.333,.308,.333,.333,0
fg2a,1369,46th
fg3_pct,.358,80th,.250,.396,.397,.000,.294,.200,.333,0,0,.250,.545,0,0,.000,0
fg3a,438,327th
ft_pct,.742,36th,.789,.766,.821,.845,.511,.677,.483,.742,.500,.833,.833,.600,.000,.727,.000
fta,652,157th
pts_per_g,67.0,189th,18.7,12.4,11.1,10.6,2.8,2.7,2.4,2.2,2.1,1.8,1.7,1.6,1.0,0.9,0.0
orb,308,259th
drb,834,12th
ast,455,97th
stl,118,345th
blk,139,82nd
tov,320,4th
pf,498,308th
opp_fg_pct,.377,4th
opp_fg2_pct,.408,3rd
opp_fg3_pct,.307,40th
opp_orb,300,44th
opp_drb,742,147th
opp_ast,344,36th
opp_stl,153,6th
opp_blk,79,13th
opp_tov,307,342nd
opp_pf,593,210th
opp_pts_per_g,57.8,14th
SOS:,-1.96
ORtg:,107.0
DRtg:,92.3
marquette
g,35,0,35,0,34,35,35,35,35,23,35,35,35,23,14,35,4
fg_pct,.457,57th,.454,.585,.444,.431,.415,.356,.634,.531,.330,.310,.667,.273,0
fga,1844,120th
fg2_pct,.516,40th,.528,.594,.494,.495,.436,.475,.634,.580,.364,.500,.667,.298,0
fg2a,1347,57th
fg3_pct,.296,324th,.303,.200,.360,.226,.333,.279,0,.250,.286,.278,0,.125,0
fg3a,497,276th
ft_pct,.730,56th,.756,.835,.744,.714,.752,.791,.469,.593,.567,.750,.750,.450,0
fta,755,45th
pts_per_g,68.1,154th,14.8,11.5,9.7,8.5,7.0,5.3,5.1,3.0,2.7,1.8,1.1,1.1,0.0
orb,417,60th
drb,699,100th
ast,483,65th
stl,231,126th
blk,123,131st
tov,470,273rd
pf,590,136th
opp_fg_pct,.404,59th
opp_fg2_pct,.449,81st
opp_fg3_pct,.323,93rd
opp_orb,407,300th
opp_drb,672,35th
opp_ast,462,292nd
opp_stl,229,237th
opp_blk,132,299th
opp_tov,439,164th
opp_pf,657,303rd
opp_pts_per_g,62.6,68th
SOS:,8.58
ORtg:,105.9
DRtg:,97.4
davidson
g,34,0,34,0,34,34,34,34,31,34,18,34,26,14,20,19,10,13,14
fg_pct,.462,45th,.497,.500,.489,.431,.444,.421,.409,.450,.583,.154,.313,.500,1.000,.500,.000
fga,1813,147th
fg2_pct,.519,30th,.541,.538,.486,.487,.500,.588,.400,.621,.656,.100,.357,.750,1.000,1.000,.000
fg2a,1119,235th
fg3_pct,.369,56th,.388,.220,.490,.390,.356,.364,.450,.186,.000,.333,.000,.000,0,.000,0
fg3a,694,64th
ft_pct,.795,1st,.831,.747,.935,.792,.716,.723,.714,.844,.700,.833,.571,.333,1.000,1.000,.333
fta,704,92nd
pts_per_g,73.2,44th,14.9,13.7,9.9,9.1,8.0,7.6,6.9,4.2,2.2,0.7,0.7,0.4,0.4,0.3,0.1
orb,306,266th
drb,742,62nd
ast,473,75th
stl,189,250th
blk,101,206th
tov,371,42nd
pf,601,115th
opp_fg_pct,.409,85th
opp_fg2_pct,.440,56th
opp_fg3_pct,.325,109th
opp_orb,328,103rd
opp_drb,750,168th
opp_ast,303,9th
opp_stl,187,70th
opp_blk,98,99th
opp_tov,414,214th
opp_pf,646,291st
opp_pts_per_g,62.1,56th
SOS:,-3.45
ORtg:,112.7
DRtg:,95.5
illinois
g,36,0,36,0,36,36,36,35,36,36,36,35,16,14,10,22,11
fg_pct,.412,274th,.401,.363,.394,.502,.434,.460,.444,.345,.364,.444,0,.364,.500
fga,2084,21st
fg2_pct,.477,179th,.484,.444,.457,.567,.546,.468,.443,.380,.500,.333,0,.300,.500
fg2a,1211,161st
fg3_pct,.321,256th,.325,.322,.272,.321,.347,.167,.500,.317,.333,.500,0,1.000,0
fg3a,873,2nd
ft_pct,.726,68th,.738,.815,.748,.773,.686,.636,.585,.708,1.000,.500,.833,.200,0
fta,646,169th
pts_per_g,68.5,147th,16.6,12.3,10.6,7.3,7.2,6.5,3.8,3.2,1.2,0.9,0.5,0.5,0.2
orb,427,42nd
drb,671,147th
ast,365,265th
stl,245,91st
blk,142,76th
tov,411,119th
pf,648,43rd
opp_fg_pct,.424,157th
opp_fg2_pct,.469,161st
opp_fg3_pct,.342,199th
opp_orb,392,273rd
opp_drb,864,328th
opp_ast,432,231st
opp_stl,199,107th
opp_blk,110,164th
opp_tov,511,42nd
opp_pf,589,198th
opp_pts_per_g,64.8,124th
SOS:,10.08
ORtg:,104.2
DRtg:,98.6
colorado
g,33,0,33,0,33,33,31,31,33,33,30,32,5,25,32,7
fg_pct,.433,175th,.415,.364,.480,.486,.515,.412,.391,.487,.333,.387,.364,.600
fga,1788,169th
fg2_pct,.470,215th,.477,.395,.521,.484,.544,.476,.333,.481,.500,.600,.372,.600
fg2a,1271,103rd
fg3_pct,.344,149th,.338,.312,.328,1.000,.439,.298,.526,.500,.200,.286,.000,0
fg3a,517,258th
ft_pct,.686,204th,.825,.704,.551,.753,.552,.632,.576,.444,0,.667,.458,.500
fta,732,63rd
pts_per_g,67.6,165th,15.3,12.4,10.9,10.3,8.9,4.4,2.6,1.5,1.4,1.4,1.3,1.0
orb,379,127th
drb,749,60th
ast,328,309th
stl,230,132nd
blk,105,186th
tov,437,189th
pf,525,268th
opp_fg_pct,.401,52nd
opp_fg2_pct,.447,77th
opp_fg3_pct,.320,83rd
opp_orb,371,227th
opp_drb,748,161st
opp_ast,360,66th
opp_stl,223,214th
opp_blk,129,286th
opp_tov,426,192nd
opp_pf,592,207th
opp_pts_per_g,63.6,98th
SOS:,7.95
ORtg:,101.4
DRtg:,95.4
miami-fl
g,36,0,36,0,36,33,36,36,26,36,36,3,27,34,18,9,8
fg_pct,.455,67th,.479,.453,.471,.413,.380,.576,.367,.455,.643,.514,.357,.333,0
fga,1968,47th
fg2_pct,.506,59th,.538,.496,.543,.440,.400,.576,.482,.250,.630,.514,.357,.500,0
fg2a,1267,106th
fg3_pct,.362,67th,.406,.353,.351,.393,.100,0,.292,1.000,1.000,0,0,.000,0
fg3a,701,56th
ft_pct,.684,209th,.777,.752,.661,.851,.678,.481,.745,1.000,.316,.550,.333,.000,.333
fta,680,120th
pts_per_g,69.7,115th,14.5,13.1,12.9,9.2,6.7,6.5,6.4,5.0,1.6,1.4,0.6,0.2,0.1
orb,369,149th
drb,810,23rd
ast,408,167th
stl,223,146th
blk,159,40th
tov,385,61st
pf,525,268th
opp_fg_pct,.400,48th
opp_fg2_pct,.440,57th
opp_fg3_pct,.326,113th
opp_orb,365,213th
opp_drb,810,271st
opp_ast,389,131st
opp_stl,193,91st
opp_blk,105,138th
opp_tov,425,194th
opp_pf,623,267th
opp_pts_per_g,60.6,38th
SOS:,7.88
ORtg:,108.6
DRtg:,94.4
pacific
g,35,0,35,0,35,35,35,33,35,35,35,35,27,35,20,1,22,8,13,1
fg_pct,.448,94th,.433,.488,.380,.440,.526,.459,.506,.454,.386,.427,.543,1.000,.250,.286,.222,.000
fga,1839,126th
fg2_pct,.480,170th,.447,.558,.385,.477,.560,.453,.506,.521,.429,.500,.559,1.000,.235,.333,.333,0
fg2a,1249,122nd
fg3_pct,.381,24th,.391,.372,.368,.289,.440,.473,0,.400,.381,.386,.000,0,.267,.250,.167,.000
fg3a,590,168th
ft_pct,.689,196th,.796,.761,.775,.737,.701,.583,.225,.636,1.000,.684,.667,0,.917,0,.000,0
fta,684,112th
pts_per_g,67.0,188th,11.1,9.4,8.1,7.6,7.2,5.9,5.3,4.5,3.3,3.2,2.3,2.0,1.4,0.6,0.4,0.0
orb,333,219th
drb,704,95th
ast,510,42nd
stl,194,240th
blk,46,340th
tov,390,71st
pf,621,79th
opp_fg_pct,.422,146th
opp_fg2_pct,.467,153rd
opp_fg3_pct,.351,241st
opp_orb,338,133rd
opp_drb,795,248th
opp_ast,423,208th
opp_stl,182,46th
opp_blk,97,92nd
opp_tov,449,134th
opp_pf,623,267th
opp_pts_per_g,63.9,107th
SOS:,1.05
ORtg:,105.4
DRtg:,100.6
louisville
g,40,0,40,0,40,40,39,33,40,39,40,37,37,16,27,4,6,5
fg_pct,.456,62nd,.414,.404,.507,.534,.429,.423,.577,.447,.650,.533,.348,.000,.000,.000
fga,2300,2nd
fg2_pct,.508,51st,.458,.476,.524,.534,.500,.550,.577,.463,.650,.533,.667,.000,.000,.000
fg2a,1609,2nd
fg3_pct,.333,214th,.328,.288,.083,0,.399,.324,0,.405,0,0,.300,0,.000,.000
fg3a,691,67th
ft_pct,.709,119th,.804,.867,.547,.652,.761,.694,.508,.667,.706,.500,0,1.000,.500,0
fta,920,1st
pts_per_g,74.5,29th,18.7,10.0,9.8,9.8,8.1,7.6,5.7,4.5,1.7,1.3,0.8,0.5,0.3,0.0
orb,531,2nd
drb,854,8th
ast,584,8th
stl,430,1st
blk,168,26th
tov,495,311th
pf,727,4th
opp_fg_pct,.395,36th
opp_fg2_pct,.434,40th
opp_fg3_pct,.318,70th
opp_orb,469,346th
opp_drb,858,326th
opp_ast,410,181st
opp_stl,224,219th
opp_blk,131,294th
opp_tov,730,1st
opp_pf,766,347th
opp_pts_per_g,58.8,21st
SOS:,9.13
ORtg:,110.3
DRtg:,87.1
north-carolina-at
g,37,0,37,0,37,37,37,35,36,37,36,12,33,13,22,12,8,18,3
fg_pct,.403,306th,.377,.397,.354,.550,.383,.392,.508,.370,.346,.238,.222,.500,.300,.429,0
fga,1927,77th
fg2_pct,.460,255th,.424,.420,.467,.555,.400,.500,.508,.538,.394,.250,.238,.500,.333,.429,0
fg2a,1220,152nd
fg3_pct,.304,308th,.273,.365,.289,.000,.365,.269,0,.214,.263,.231,.167,0,.000,0,0
fg3a,707,51st
ft_pct,.658,280th,.700,.585,.796,.636,.800,.444,.471,0,.565,.600,.632,.500,0,.400,0
fta,809,15th
pts_per_g,62.1,292nd,12.4,12.3,9.3,8.2,6.4,6.2,4.3,1.9,1.6,1.2,1.1,0.8,0.8,0.4,0.0
orb,387,111th
drb,779,43rd
ast,405,171st
stl,261,53rd
blk,165,31st
tov,564,343rd
pf,716,7th
opp_fg_pct,.388,18th
opp_fg2_pct,.430,33rd
opp_fg3_pct,.320,83rd
opp_orb,445,340th
opp_drb,904,343rd
opp_ast,435,238th
opp_stl,251,305th
opp_blk,132,299th
opp_tov,589,8th
opp_pf,687,328th
opp_pts_per_g,61.9,54th
SOS:,-6.30
ORtg:,92.3
DRtg:,92.0
colorado-state
g,35,0,35,0,35,34,35,35,33,35,35,32,12,23,8,1,3
fg_pct,.449,88th,.596,.415,.381,.471,.545,.394,.360,.446,.233,.333,.500,0,.000
fga,1961,53rd
fg2_pct,.491,112th,.596,.461,.392,.482,.566,.472,.413,.446,.286,.429,1.000,0,.000
fg2a,1429,27th
fg3_pct,.338,179th,0,.361,.362,.405,.400,.314,.200,0,.188,.286,.000,0,0
fg3a,532,236th
ft_pct,.715,103rd,.590,.783,.897,.680,.650,.697,.787,.857,.667,.714,1.000,0,0
fta,855,8th
pts_per_g,72.9,49th,14.2,13.0,12.6,11.2,8.4,6.3,4.7,2.1,1.8,1.0,0.8,0.0,0.0
orb,493,8th
drb,804,26th
ast,445,111th
stl,162,313th
blk,74,287th
tov,389,70th
pf,600,118th
opp_fg_pct,.414,105th
opp_fg2_pct,.458,116th
opp_fg3_pct,.339,192nd
opp_orb,281,22nd
opp_drb,703,67th
opp_ast,336,26th
opp_stl,181,42nd
opp_blk,114,199th
opp_tov,380,277th
opp_pf,727,342nd
opp_pts_per_g,63.7,102nd
SOS:,5.89
ORtg:,112.6
DRtg:,98.3
missouri
g,34,0,34,0,29,25,34,34,32,34,31,25,32,31,12,10,9
fg_pct,.459,52nd,.546,.404,.376,.639,.523,.413,.444,.365,.307,.407,.750,.143,.000
fga,2015,30th
fg2_pct,.514,45th,.578,.464,.408,.639,.574,.443,.458,.440,.379,.407,1.000,0,.000
fg2a,1380,43rd
fg3_pct,.339,175th,.389,.366,.324,0,.275,.377,.273,.316,.271,0,.000,.143,0
fg3a,635,111th
ft_pct,.744,30th,.683,.785,.735,.746,.866,.708,.608,.900,.667,.571,0,.500,.500
fta,706,87th
pts_per_g,76.1,20th,14.1,13.7,11.9,11.2,10.7,10.3,5.2,3.0,2.5,1.0,0.5,0.5,0.1
orb,454,21st
drb,812,22nd
ast,472,77th
stl,229,133rd
blk,119,142nd
tov,442,199th
pf,567,185th
opp_fg_pct,.403,55th
opp_fg2_pct,.441,62nd
opp_fg3_pct,.332,153rd
opp_orb,373,233rd
opp_drb,719,99th
opp_ast,376,98th
opp_stl,217,184th
opp_blk,113,191st
opp_tov,410,217th
opp_pf,609,241st
opp_pts_per_g,66.7,177th
SOS:,6.00
ORtg:,110.7
DRtg:,97.0
oklahoma-state
g,33,0,33,0,33,33,33,33,2,28,14,33,33,6,33,14,9,9,8
fg_pct,.439,133rd,.404,.436,.462,.370,.667,.562,.393,.461,.620,.400,.296,.545,.500,.200,0
fga,1854,114th
fg2_pct,.495,93rd,.465,.478,.500,.469,.833,.562,.462,.459,.620,.750,.359,.571,1.000,.000,0
fg2a,1274,100th
fg3_pct,.316,276th,.290,.364,.240,.338,.333,0,.235,.500,0,.167,.133,.500,.000,.250,0
fg3a,580,179th
ft_pct,.746,26th,.777,.760,.741,.913,1.000,.707,.625,.514,.417,1.000,.533,.143,0,0,0
fta,751,49th
pts_per_g,71.8,62nd,15.4,15.3,14.0,10.2,8.5,6.9,4.1,3.8,2.8,1.8,1.3,1.1,0.4,0.3,0.0
orb,354,171st
drb,756,57th
ast,398,188th
stl,248,81st
blk,155,47th
tov,411,119th
pf,598,123rd
opp_fg_pct,.390,20th
opp_fg2_pct,.424,18th
opp_fg3_pct,.323,95th
opp_orb,376,242nd
opp_drb,776,215th
opp_ast,332,23rd
opp_stl,198,103rd
opp_blk,93,66th
opp_tov,490,69th
opp_pf,645,290th
opp_pts_per_g,63.0,79th
SOS:,6.73
ORtg:,104.8
DRtg:,91.9
oregon
g,37,0,37,0,37,37,37,35,37,28,37,35,37,9,10,26,8,11
fg_pct,.447,96th,.411,.439,.464,.595,.523,.372,.367,.449,.386,.571,.471,.386,.400,.250
fga,2110,18th
fg2_pct,.491,113th,.448,.509,.524,.598,.523,.382,.411,.449,.386,.538,.556,.519,1.000,.000
fg2a,1533,9th
fg3_pct,.333,215th,.359,.329,.319,.000,0,.358,.310,0,0,1.000,.375,.176,.000,.500
fg3a,577,185th
ft_pct,.705,139th,.786,.723,.726,.675,.658,.679,.667,.553,.833,.833,.714,.696,0,.500
fta,809,15th
pts_per_g,71.6,71st,11.7,11.4,11.1,9.4,8.9,8.5,5.0,3.1,2.4,2.4,2.4,2.0,0.5,0.4
orb,451,23rd
drb,834,12th
ast,484,64th
stl,314,9th
blk,146,69th
tov,555,342nd
pf,651,36th
opp_fg_pct,.414,106th
opp_fg2_pct,.449,79th
opp_fg3_pct,.334,162nd
opp_orb,350,169th
opp_drb,811,273rd
opp_ast,401,156th
opp_stl,248,299th
opp_blk,109,161st
opp_tov,569,12th
opp_pf,697,333rd
opp_pts_per_g,63.6,97th
SOS:,5.77
ORtg:,102.4
DRtg:,90.8
saint-louis
g,35,0,35,0,35,24,35,35,35,35,33,35,25,3,25,9,11
fg_pct,.446,101st,.547,.402,.332,.405,.511,.419,.584,.377,.507,.750,.457,.333,0
fga,1812,149th
fg2_pct,.500,77th,.565,.470,.330,.408,.546,.509,.584,.471,.507,.500,.457,.500,0
fg2a,1195,173rd
fg3_pct,.340,169th,.263,.315,.333,.402,.333,.315,0,.333,0,1.000,0,.000,0
fg3a,617,129th
ft_pct,.704,141st,.768,.695,.829,.817,.623,.690,.476,.677,.250,.333,.579,.500,1.000
fta,798,20th
pts_per_g,68.2,150th,14.0,10.6,10.1,9.3,9.0,7.0,4.5,3.6,3.1,3.0,1.7,0.4,0.2
orb,314,252nd
drb,718,82nd
ast,453,103rd
stl,267,42nd
blk,109,177th
tov,400,94th
pf,603,110th
opp_fg_pct,.411,96th
opp_fg2_pct,.441,60th
opp_fg3_pct,.331,135th
opp_orb,340,135th
opp_drb,811,273rd
opp_ast,397,144th
opp_stl,205,132nd
opp_blk,124,262nd
opp_tov,537,26th
opp_pf,716,338th
opp_pts_per_g,58.2,16th
SOS:,4.28
ORtg:,104.8
DRtg:,89.3
new-mexico-state
g,35,0,35,0,35,35,24,35,9,32,34,30,27,35,12,12,10,3
fg_pct,.455,65th,.470,.413,.486,.621,.511,.399,.500,.348,.422,.360,.381,.545,.211,.000
fga,1828,136th
fg2_pct,.500,79th,.488,.460,.506,.621,.511,.434,.500,.422,.508,.500,.350,1.000,.333,.000
fg2a,1390,41st
fg3_pct,.313,283rd,.370,.286,.316,0,0,.357,.500,.200,.241,.344,1.000,.375,.188,0
fg3a,438,327th
ft_pct,.656,287th,.759,.680,.661,.465,.613,.635,.714,.797,.619,.375,.857,0,0,0
fta,845,9th
