syracuse
g,37,0,37,0,37,37,37,37,37,30,37,7,37,26,35,10,2,13,9,9,11,3,2
fg_pct,.467,43rd,.421,.476,.422,.474,.464,.566,.466,.273,.573,.431,.711,.556,1.000,.125,.333,1.000,.250,.000,.000
opp_fg_pct,.444,235th
opp_fg2_pct,.494,246th
opp_fg3_pct,.349,205th
opp_orb,415,309th
opp_drb,718,106th
opp_ast,501,325th
opp_stl,223,234th
opp_blk,107,165th
opp_tov,539,23rd
opp_pf,734,338th
opp_pts_per_g,71.4,277th
SOS:,-2.71
ORtg:,114.0
DRtg:,100.8
kansas-state
g,33,0,33,0,33,30,33,32,32,33,31,23,32,20,12,30,9,4,8,1
fg_pct,.439,143rd,.463,.447,.362,.360,.544,.491,.447,.564,.373,.451,.333,.438,.500,.500,.500,.000
fga,1849,116th
fg2_pct,.483,161st,.500,.490,.400,.397,.544,.491,.506,.564,.416,.538,.500,.483,.500,.500,.500,.000
fg2a,1303,79th
fg3_pct,.335,210th,.385,.327,.331,.317,0,0,.352,0,.240,.360,.182,.000,0,0,0,0
fg3a,546,215th
ft_pct,.671,245th,.802,.686,.820,.689,.556,.541,.706,.462,.750,.600,.769,.600,.500,.000,.000,0
fta,799,30th
pts_per_g,71.0,98th,15.8,10.0,9.3,8.3,7.6,7.0,5.5,3.2,3.2,3.1,2.2,1.0,0.6,0.5,0.3,0.0
orb,471,18th
drb,658,162nd
ast,468,77th
stl,200,188th
blk,156,38th
tov,474,268th
pf,662,43rd
opp_fg_pct,.409,55th
opp_fg2_pct,.447,58th
opp_fg3_pct,.325,94th
opp_orb,385,260th
opp_drb,685,53rd
opp_ast,373,77th
opp_stl,240,296th
opp_blk,107,165th
opp_tov,526,43rd
opp_pf,732,336th
opp_pts_per_g,64.1,90th
SOS:,7.53
ORtg:,104.8
DRtg:,94.6
southern-mississippi
g,34,0,34,0,34,33,24,34,34,34,33,31,31,4,2,4,3
fg_pct,.415,269th,.362,.380,.450,.413,.364,.500,.641,.432,.307,.400,.000,.333,.000
fga,1975,44th
fg2_pct,.440,310th,.355,.430,.486,.425,.372,.500,.667,.471,.329,.400,.000,.500,.000
fg2a,1374,42nd
fg3_pct,.358,100th,.375,.352,.371,.369,.347,0,.364,.400,.111,0,0,.000,.000
fg3a,601,150th
ft_pct,.736,43rd,.843,.821,.790,.654,.687,.654,.685,1.000,.692,.750,.500,0,0
fta,779,42nd
pts_per_g,71.4,89th,12.3,11.6,11.2,9.7,9.5,9.5,6.2,2.6,2.6,1.8,1.0,0.5,0.0
orb,471,18th
drb,662,153rd
ast,374,249th
stl,205,175th
blk,98,209th
tov,377,36th
pf,651,52nd
opp_fg_pct,.444,233rd
opp_fg2_pct,.484,209th
opp_fg3_pct,.348,197th
opp_orb,295,38th
opp_drb,796,262nd
opp_ast,374,81st
opp_stl,162,19th
opp_blk,158,341st
opp_tov,486,87th
opp_pf,689,314th
opp_pts_per_g,65.1,112th
SOS:,3.61
ORtg:,107.9
DRtg:,98.4
vanderbilt
g,36,0,36,0,35,36,26,36,36,35,36,8,36,36,8,18,16,13,4
fg_pct,.461,65th,.474,.493,.539,.474,.456,.462,.343,.471,.390,.310,.800,.273,.231,.400,.000
fga,1921,67th
fg2_pct,.512,57th,.542,.533,.539,.524,.503,.521,.409,.471,.405,.407,1.000,.429,.500,.400,.000
fg2a,1129,225th
fg3_pct,.388,21st,.439,.423,0,.415,.309,.273,.238,0,.375,.250,.667,.000,.182,0,0
fg3a,792,10th
ft_pct,.699,145th,.837,.605,.604,.855,.680,.757,.794,.556,.545,.667,0,.625,.000,.500,0
fta,770,46th
pts_per_g,72.6,65th,19.9,16.1,10.1,9.0,8.7,3.4,3.1,2.6,2.4,1.7,1.3,0.9,0.5,0.5,0.0
orb,373,141st
drb,752,53rd
ast,458,89th
stl,214,152nd
blk,144,58th
tov,476,271st
pf,580,179th
opp_fg_pct,.419,111th
opp_fg2_pct,.472,160th
opp_fg3_pct,.309,37th
opp_orb,407,296th
opp_drb,782,246th
opp_ast,405,168th
opp_stl,251,324th
opp_blk,128,278th
opp_tov,451,144th
opp_pf,658,283rd
opp_pts_per_g,65.0,106th
SOS:,8.04
ORtg:,109.7
DRtg:,98.1
harvard
g,31,0,31,0,31,31,31,31,31,31,29,28,30,30,5,8,8,5,1,2,2,3,1
fg_pct,.466,45th,.514,.586,.451,.377,.415,.538,.341,.456,.509,.488,.250,1.000,.333,0,0,.000,.000,.000,0
fga,1490,332nd
fg2_pct,.525,26th,.557,.586,.577,.423,.533,.545,.418,.455,.509,.488,.333,1.000,.500,0,0,0,.000,.000,0
fg2a,972,320th
fg3_pct,.357,104th,.353,0,.410,.288,.333,.333,.289,.456,0,0,.000,0,.000,0,0,.000,0,0,0
fg3a,518,242nd
ft_pct,.747,25th,.722,.658,.783,.759,.884,.644,.800,.800,.764,.725,0,.500,0,0,0,0,0,0,0
fta,613,196th
pts_per_g,65.6,224th,11.4,10.6,10.1,7.9,7.3,4.9,4.5,3.8,3.3,2.4,0.4,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0
orb,262,315th
drb,661,155th
ast,401,185th
stl,184,239th
blk,137,72nd
tov,379,40th
pf,473,336th
opp_fg_pct,.410,59th
opp_fg2_pct,.436,33rd
opp_fg3_pct,.339,155th
opp_orb,273,15th
opp_drb,604,4th
opp_ast,305,11th
opp_stl,169,27th
opp_blk,96,103rd
opp_tov,388,267th
opp_pf,569,142nd
opp_pts_per_g,55.6,4th
SOS:,-1.56
ORtg:,107.3
DRtg:,91.0
wisconsin
g,36,0,36,0,36,36,36,36,36,36,36,35,6,17,13,7,14,9
fg_pct,.425,219th,.402,.440,.452,.464,.397,.394,.415,.411,1.000,.368,.571,.667,.500,.500
fga,1875,99th
fg2_pct,.465,230th,.426,.462,.503,.477,.410,.484,.453,.619,1.000,.364,.800,.500,.600,.500
fg2a,1100,256th
fg3_pct,.368,66th,.369,.263,.372,.452,.389,.294,.385,.286,1.000,.375,.000,1.000,.000,0
fg3a,775,17th
ft_pct,.739,37th,.785,.726,.732,.783,.833,.706,.688,.500,0,.667,.250,0,.000,0
fta,575,250th
pts_per_g,64.0,261st,14.8,11.0,10.5,7.6,7.3,5.6,4.0,1.8,1.2,1.1,0.7,0.7,0.4,0.2
orb,349,195th
drb,763,42nd
ast,428,138th
stl,181,251st
blk,126,97th
tov,320,3rd
pf,512,304th
opp_fg_pct,.389,15th
opp_fg2_pct,.420,8th
opp_fg3_pct,.294,10th
opp_orb,331,113th
opp_drb,791,255th
opp_ast,286,5th
opp_stl,154,13th
opp_blk,84,43rd
opp_tov,388,267th
opp_pf,604,210th
opp_pts_per_g,53.2,1st
SOS:,8.24
ORtg:,108.4
DRtg:,90.1
montana
g,32,0,32,0,32,32,32,32,29,12,32,20,26,27,22,25,18
fg_pct,.462,56th,.445,.476,.538,.528,.402,.551,.415,.400,.630,.341,.364,.333,.211
fga,1689,239th
fg2_pct,.503,83rd,.489,.495,.538,.543,.378,.551,.596,.625,.630,.318,.467,.533,.200
fg2a,1165,192nd
fg3_pct,.372,55th,.372,.441,.526,.423,.437,0,.241,.143,0,.364,.278,.222,.222
fg3a,524,238th
ft_pct,.717,87th,.781,.681,.784,.680,.711,.636,.650,.818,.667,.800,.800,.000,.500
fta,672,141st
pts_per_g,70.0,123rd,15.8,13.6,10.9,9.5,9.1,5.1,3.6,1.8,1.8,1.7,1.5,1.4,0.7
orb,285,293rd
drb,664,147th
ast,436,127th
stl,229,116th
blk,115,140th
tov,401,84th
pf,585,170th
opp_fg_pct,.405,40th
opp_fg2_pct,.436,34th
opp_fg3_pct,.331,122nd
opp_orb,346,157th
opp_drb,725,119th
opp_ast,302,9th
opp_stl,185,72nd
opp_blk,119,242nd
opp_tov,478,97th
opp_pf,586,175th
opp_pts_per_g,62.0,49th
SOS:,-3.38
ORtg:,105.3
DRtg:,93.4
cincinnati
g,37,0,37,0,37,37,31,37,30,37,27,3,32,28,28,8,17
fg_pct,.421,244th,.428,.371,.474,.409,.416,.520,.394,.400,.391,.377,.381,.500,.400
fga,2194,6th
fg2_pct,.464,233rd,.497,.450,.475,.443,.435,.546,.400,.400,.500,.365,.391,.500,.400
fg2a,1431,25th
fg3_pct,.341,179th,.376,.261,.400,.371,.371,.000,.387,0,.273,1.000,.368,.500,0
fg3a,763,20th
ft_pct,.644,304th,.750,.699,.604,.667,.679,.523,.444,.750,.643,.389,.500,.500,.333
fta,643,169th
pts_per_g,68.2,171st,14.3,13.0,12.2,10.9,9.4,5.1,2.5,2.3,2.3,1.7,1.7,0.8,0.8
orb,489,14th
drb,736,66th
ast,479,57th
stl,298,15th
blk,170,18th
tov,402,86th
pf,570,196th
opp_fg_pct,.412,68th
opp_fg2_pct,.451,71st
opp_fg3_pct,.323,82nd
opp_orb,443,331st
opp_drb,881,337th
opp_ast,465,291st
opp_stl,200,142nd
opp_blk,120,247th
opp_tov,518,52nd
opp_pf,572,148th
opp_pts_per_g,61.5,40th
SOS:,6.28
ORtg:,104.9
DRtg:,94.7
texas
g,34,0,34,0,34,34,34,32,34,34,31,34,30,6,4
fg_pct,.434,174th,.417,.448,.391,.361,.492,.485,.516,.510,.453,.000,.000
fga,1927,64th
fg2_pct,.482,164th,.450,.537,.429,.386,.511,.559,.516,.520,.611,.000,0
fg2a,1326,65th
fg3_pct,.328,240th,.369,.310,.316,.324,.000,.250,0,.000,.371,.000,.000
fg3a,601,150th
ft_pct,.733,46th,.863,.756,.680,.774,.778,.719,.605,.367,.773,.000,0
fta,820,21st
pts_per_g,72.6,63rd,20.1,11.3,9.6,7.8,7.4,7.1,4.6,3.4,2.6,0.0,0.0
orb,453,27th
drb,665,145th
ast,419,156th
stl,231,108th
blk,125,101st
tov,426,145th
pf,659,46th
opp_fg_pct,.416,98th
opp_fg2_pct,.446,53rd
opp_fg3_pct,.348,201st
opp_orb,409,297th
opp_drb,725,119th
opp_ast,379,94th
opp_stl,197,131st
opp_blk,115,219th
opp_tov,460,126th
opp_pf,712,327th
opp_pts_per_g,66.8,166th
SOS:,8.12
ORtg:,108.1
DRtg:,99.3
florida-state
g,35,0,35,0,35,35,24,7,35,35,35,35,34,35,25,5,10,8
fg_pct,.456,81st,.436,.606,.397,.543,.476,.398,.423,.477,.424,.464,.345,1.000,.273,.000
fga,1923,65th
fg2_pct,.504,80th,.461,.606,.434,.543,.506,.442,.516,.500,.500,.464,.533,0,.375,0
fg2a,1312,74th
fg3_pct,.354,120th,.404,0,.354,0,.333,.344,.377,.263,.222,0,.275,1.000,.000,.000
fg3a,611,140th
ft_pct,.707,113th,.846,.552,.774,.606,.752,.708,.800,.676,.548,.741,.667,1.000,1.000,0
fta,669,144th
pts_per_g,69.8,128th,14.0,10.8,10.3,8.3,7.7,7.1,7.0,6.8,3.1,2.8,2.1,1.0,0.7,0.0
orb,404,76th
drb,765,39th
ast,427,141st
stl,265,42nd
blk,213,7th
tov,565,342nd
pf,653,51st
opp_fg_pct,.381,5th
opp_fg2_pct,.422,12th
opp_fg3_pct,.309,38th
opp_orb,430,326th
opp_drb,738,150th
opp_ast,370,70th
opp_stl,269,337th
opp_blk,114,209th
opp_tov,531,37th
opp_pf,643,260th
opp_pts_per_g,62.9,66th
SOS:,7.62
ORtg:,102.0
DRtg:,91.9
st-bonaventure
g,32,0,32,0,32,32,31,32,30,32,32,8,31,1,31,3,4,18
fg_pct,.456,79th,.571,.502,.415,.351,.414,.386,.440,.375,.596,.000,.339,.500,.500,.400
fga,1687,242nd
fg2_pct,.504,80th,.593,.566,.415,.400,.421,.439,.484,.429,.596,.000,.516,.000,.500,.400
fg2a,1183,180th
fg3_pct,.345,159th,.434,.359,0,.317,.395,.352,.373,.231,0,0,.161,1.000,0,0
fg3a,504,258th
ft_pct,.761,16th,.776,.803,.752,.778,.877,.843,.658,.583,.581,1.000,.500,.000,1.000,.833
fta,710,106th
pts_per_g,70.4,112th,18.5,12.1,7.6,6.8,6.6,6.6,6.4,5.8,2.6,2.0,1.7,1.0,1.0,0.9
orb,367,153rd
drb,671,136th
ast,444,110th
stl,186,235th
blk,133,81st
tov,453,219th
pf,592,149th
opp_fg_pct,.417,103rd
opp_fg2_pct,.462,104th
opp_fg3_pct,.326,95th
opp_orb,328,102nd
opp_drb,639,11th
opp_ast,391,125th
opp_stl,221,224th
opp_blk,88,68th
opp_tov,400,241st
opp_pf,622,229th
opp_pts_per_g,65.0,110th
SOS:,2.84
ORtg:,107.1
DRtg:,98.9
gonzaga
g,33,0,33,0,33,33,33,33,33,25,33,33,22,32,23,16
fg_pct,.473,29th,.431,.502,.511,.496,.538,.486,.404,.385,.561,.389,.310,.375
fga,1740,198th
fg2_pct,.518,42nd,.479,.525,.515,.512,.554,.621,.486,.378,.561,.514,.250,.455
fg2a,1173,189th
fg3_pct,.379,34th,.401,.414,.000,.477,.400,.256,.105,.392,0,.158,.316,.200
fg3a,567,191st
ft_pct,.716,90th,.851,.672,.761,.741,.767,.520,.707,.592,.435,.786,0,.286
fta,803,29th
pts_per_g,73.8,43rd,13.6,13.1,11.6,10.4,8.3,5.5,3.8,3.7,2.5,1.8,1.7,0.9
orb,359,173rd
drb,736,66th
ast,455,94th
stl,223,135th
blk,105,174th
tov,433,166th
pf,514,301st
opp_fg_pct,.413,75th
opp_fg2_pct,.466,125th
opp_fg3_pct,.311,42nd
opp_orb,332,115th
opp_drb,679,48th
opp_ast,373,77th
opp_stl,231,263rd
opp_blk,83,38th
opp_tov,428,185th
opp_pf,675,300th
opp_pts_per_g,63.2,76th
SOS:,3.25
ORtg:,110.7
DRtg:,94.8
west-virginia
g,33,0,33,0,33,33,32,33,33,32,23,7,28,32,20,13
fg_pct,.438,151st,.509,.358,.504,.419,.434,.386,.567,.400,.524,.310,.368,.111
fga,1914,71st
fg2_pct,.499,105th,.590,.413,.504,.470,.509,.382,.586,.400,.537,.353,.000,.167
fg2a,1331,61st
fg3_pct,.298,322nd,.266,.309,0,.321,.244,.391,.000,0,.000,.000,.412,.083
fg3a,583,174th
ft_pct,.671,243rd,.780,.784,.555,.612,.663,.500,.654,.583,.333,.476,.333,.000
fta,739,79th
pts_per_g,71.1,95th,19.9,16.9,10.7,7.4,6.5,4.2,2.2,2.1,2.0,1.4,1.1,0.4
orb,493,13th
drb,642,187th
ast,477,59th
stl,210,162nd
blk,85,251st
tov,422,133rd
pf,555,229th
opp_fg_pct,.449,255th
opp_fg2_pct,.504,277th
opp_fg3_pct,.323,84th
opp_orb,331,113th
opp_drb,712,94th
opp_ast,412,185th
opp_stl,236,285th
opp_blk,110,183rd
opp_tov,444,155th
opp_pf,680,305th
opp_pts_per_g,66.5,161st
SOS:,7.53
ORtg:,106.8
DRtg:,99.9
ohio-state
g,39,0,39,0,37,39,39,39,39,39,24,25,39,9,29,36,13
fg_pct,.476,20th,.519,.520,.419,.500,.473,.541,.304,.617,.493,.333,.528,.282,.167
fga,2219,5th
fg2_pct,.529,21st,.531,.599,.453,.554,.548,.541,.379,.644,.600,.429,.528,.358,.167
fg2a,1623,4th
fg3_pct,.334,215th,.400,.345,.358,.359,.378,0,.260,.000,.071,.250,0,.056,0
fg3a,596,157th
ft_pct,.709,107th,.768,.755,.825,.713,.626,.695,.556,.581,.545,.857,.357,.222,0
fta,846,15th
pts_per_g,74.7,36th,17.5,15.9,14.5,8.8,6.8,3.4,3.0,3.0,2.1,2.0,1.7,1.2,0.2
orb,465,22nd
drb,880,5th
ast,568,14th
stl,281,27th
blk,125,101st
tov,459,237th
pf,630,77th
opp_fg_pct,.407,47th
opp_fg2_pct,.452,73rd
opp_fg3_pct,.325,92nd
opp_orb,327,99th
opp_drb,832,311th
opp_ast,397,142nd
opp_stl,192,110th
opp_blk,117,233rd
opp_tov,577,9th
opp_pf,732,336th
opp_pts_per_g,59.8,18th
SOS:,9.07
ORtg:,111.8
DRtg:,89.5
loyola-md
g,33,0,33,0,33,32,32,33,33,33,33,26,21,29,10,12
fg_pct,.425,217th,.530,.461,.451,.375,.404,.330,.422,.246,.270,.571,.000,.000
fga,1775,167th
fg2_pct,.458,265th,.539,.524,.481,.406,.443,.366,.455,.246,.250,.571,.000,.000
fg2a,1291,87th
fg3_pct,.339,193rd,.273,.333,.431,.254,.321,.242,.294,0,.286,0,0,.000
fg3a,484,281st
ft_pct,.719,83rd,.698,.675,.747,.778,.750,.758,.732,.640,.692,.500,.000,0
fta,762,54th
pts_per_g,67.3,188th,13.7,13.4,11.1,10.7,9.0,4.0,3.2,1.8,1.7,0.7,0.0,0.0
orb,429,46th
drb,615,217th
ast,393,201st
stl,255,55th
blk,147,55th
tov,443,198th
pf,628,85th
opp_fg_pct,.429,160th
opp_fg2_pct,.454,81st
opp_fg3_pct,.361,262nd
opp_orb,363,194th
opp_drb,699,70th
opp_ast,372,72nd
opp_stl,203,152nd
opp_blk,128,278th
opp_tov,473,103rd
opp_pf,633,247th
opp_pts_per_g,64.2,95th
SOS:,-2.72
ORtg:,103.1
DRtg:,98.4
north-carolina
g,38,0,38,0,38,38,35,38,36,19,38,37,38,34,25,23,21,23,21
fg_pct,.459,69th,.440,.553,.500,.428,.467,.570,.434,.308,.422,.200,.444,.412,.300,.273,.500
fga,2473,1st
fg2_pct,.497,111th,.469,.553,.500,.510,.527,.582,.434,.390,.462,.273,.444,.412,.000,.400,.500
fg2a,1893,1st
fg3_pct,.334,213th,.358,0,0,.382,.354,.000,0,.273,.167,.158,0,0,.500,.167,0
fg3a,580,177th
ft_pct,.682,214th,.723,.808,.511,.727,.696,.667,.638,.839,.368,.583,.077,.250,.500,.500,.333
fta,922,5th
pts_per_g,81.3,3rd,17.1,16.3,13.7,8.8,8.1,7.5,6.1,5.7,1.2,0.9,0.7,0.7,0.5,0.4,0.2
orb,589,1st
drb,1003,1st
ast,659,1st
stl,259,52nd
blk,219,6th
tov,454,223rd
pf,551,240th
opp_fg_pct,.394,23rd
opp_fg2_pct,.435,28th
opp_fg3_pct,.319,71st
opp_orb,425,321st
opp_drb,888,340th
opp_ast,445,263rd
opp_stl,238,290th
opp_blk,129,283rd
opp_tov,507,65th
opp_pf,784,342nd
opp_pts_per_g,67.1,172nd
SOS:,7.07
ORtg:,111.6
DRtg:,92.0
vermont
g,36,0,36,0,36,36,35,36,36,36,36,32,36,36,10,14,1
fg_pct,.443,128th,.388,.463,.539,.343,.432,.563,.338,.576,.596,.512,.750,.222,0
fga,1914,71st
fg2_pct,.486,148th,.398,.500,.547,.396,.496,.609,.370,.576,.596,.512,.750,.222,0
fg2a,1353,48th
fg3_pct,.340,182nd,.380,.389,.438,.264,.337,.313,.185,0,0,0,0,0,0
fg3a,561,199th
ft_pct,.739,35th,.889,.784,.803,.727,.800,.868,.552,.600,.581,.538,0,.750,0
fta,714,101st
pts_per_g,67.1,190th,12.0,11.9,9.9,7.6,7.1,5.0,4.6,4.0,3.6,1.8,0.6,0.5,0.0
orb,401,79th
drb,765,39th
ast,475,63rd
stl,221,140th
blk,86,249th
tov,445,205th
pf,627,88th
opp_fg_pct,.406,42nd
opp_fg2_pct,.446,54th
opp_fg3_pct,.317,64th
opp_orb,387,267th
opp_drb,768,218th
opp_ast,358,48th
opp_stl,209,167th
opp_blk,118,237th
opp_tov,452,140th
opp_pf,665,291st
opp_pts_per_g,60.9,31st
SOS:,-5.19
ORtg:,105.0
DRtg:,95.4
creighton
g,35,0,35,0,35,35,35,35,35,35,35,34,35,35,12,11,13,13
fg_pct,.504,2nd,.601,.429,.607,.491,.471,.418,.417,.623,.434,.366,.333,.667,.286,.300
fga,1935,61st
fg2_pct,.547,7th,.633,.442,.607,.543,.483,.500,.404,.623,.500,.364,.500,.667,.000,.500
fg2a,1258,107th
fg3_pct,.424,3rd,.486,.313,0,.367,.468,.410,.423,0,.419,.375,.300,0,.400,.250
fg3a,677,62nd
ft_pct,.726,58th,.796,.735,.669,.699,.871,.842,.525,.750,.643,.758,0,.250,.500,0
fta,737,80th
pts_per_g,79.2,9th,22.9,12.1,9.7,7.0,6.6,6.6,5.2,2.9,2.9,2.4,0.9,0.8,0.7,0.6
orb,330,237th
drb,833,10th
ast,616,3rd
stl,169,284th
blk,82,264th
tov,421,129th
pf,592,149th
opp_fg_pct,.441,223rd
opp_fg2_pct,.476,173rd
opp_fg3_pct,.361,268th
opp_orb,328,102nd
opp_drb,740,154th
opp_ast,461,287th
opp_stl,224,236th
opp_blk,110,183rd
opp_tov,361,309th
opp_pf,652,272nd
opp_pts_per_g,69.7,244th
SOS:,3.41
ORtg:,116.9
DRtg:,102.8
alabama
g,33,0,33,0,26,22,32,33,19,33,32,31,30,12,4,25,29
fg_pct,.452,95th,.546,.450,.482,.414,.486,.385,.515,.384,.360,.385,.667,.478,.222
fga,1722,213th
fg2_pct,.513,54th,.561,.505,.563,.545,.525,.445,.515,.468,.392,.385,1.000,.478,.267
fg2a,1252,109th
fg3_pct,.289,328th,.200,.311,.273,.301,.308,.268,0,.290,.327,0,.000,0,.000
fg3a,470,292nd
ft_pct,.711,102nd,.690,.615,.817,.797,.778,.590,.583,.839,.700,.667,0,.400,.333
fta,623,184th
pts_per_g,64.7,249th,14.0,13.1,12.0,7.3,6.6,6.5,6.1,5.1,3.6,1.5,1.0,1.0,0.3
orb,352,187th
drb,714,89th
ast,402,184th
stl,239,88th
blk,137,72nd
tov,423,135th
pf,607,123rd
opp_fg_pct,.389,15th
opp_fg2_pct,.439,41st
opp_fg3_pct,.289,4th
opp_orb,373,225th
opp_drb,699,70th
opp_ast,343,33rd
opp_stl,181,60th
opp_blk,118,237th
opp_tov,442,159th
opp_pf,539,88th
opp_pts_per_g,58.1,9th
SOS:,7.18
ORtg:,102.2
DRtg:,91.8
temple
g,32,0,32,0,32,31,32,32,19,32,32,32,21,7,7,9
fg_pct,.469,35th,.426,.479,.403,.567,.521,.465,.504,.554,.409,.667,1.000,.250
fga,1836,123rd
fg2_pct,.502,90th,.447,.551,.374,.569,.521,.540,.504,.742,.357,1.000,1.000,.500
fg2a,1262,102nd
fg3_pct,.397,10th,.383,.379,.431,.000,0,.415,0,.320,.500,.500,0,.000
fg3a,574,184th
ft_pct,.719,81st,.763,.856,.804,.575,.568,.655,.585,.667,.500,.000,0,0
fta,627,181st
pts_per_g,75.0,33rd,17.3,17.1,11.1,9.3,9.0,6.4,5.0,2.9,1.4,0.7,0.6,0.2
orb,333,232nd
drb,686,121st
ast,493,44th
stl,230,110th
blk,134,80th
tov,401,84th
pf,567,204th
opp_fg_pct,.435,190th
opp_fg2_pct,.472,164th
opp_fg3_pct,.340,160th
opp_orb,364,198th
opp_drb,724,117th
opp_ast,385,110th
opp_stl,183,68th
opp_blk,110,183rd
opp_tov,428,185th
opp_pf,553,117th
opp_pts_per_g,69.5,241st
SOS:,4.94
ORtg:,108.8
DRtg:,100.9
south-florida
g,36,0,36,0,33,36,31,35,25,36,36,28,34,9,7,4
fg_pct,.437,154th,.392,.375,.508,.443,.422,.548,.515,.329,.379,.320,.600,1.000
fga,1765,177th
fg2_pct,.490,136th,.403,.439,.538,.469,.529,.548,.579,.188,.606,.214,.600,1.000
fg2a,1231,129th
fg3_pct,.316,280th,.280,.306,.292,.412,.268,0,.188,.365,.258,.455,0,0
fg3a,534,223rd
ft_pct,.705,116th,.699,.756,.847,.688,.723,.491,.694,.781,.824,1.000,.500,0
fta,597,219th
pts_per_g,59.3,327th,9.5,9.3,9.0,8.0,8.0,6.9,6.5,3.6,3.4,3.0,1.0,0.5
orb,374,137th
drb,741,63rd
ast,423,148th
stl,200,188th
blk,137,72nd
tov,485,289th
pf,552,236th
opp_fg_pct,.386,12th
opp_fg2_pct,.428,21st
opp_fg3_pct,.298,14th
opp_orb,373,225th
opp_drb,720,107th
opp_ast,402,159th
opp_stl,248,315th
opp_blk,118,237th
opp_tov,397,247th
opp_pf,586,175th
opp_pts_per_g,56.6,7th
SOS:,7.29
ORtg:,98.6
DRtg:,94.1
michigan
g,34,0,34,0,34,34,34,34,34,34,9,34,12,10,30,15,19,11
fg_pct,.455,83rd,.433,.418,.476,.481,.406,.619,.529,.382,.875,.625,.476,.125,.300,.250
fga,1777,165th
fg2_pct,.538,13th,.490,.535,.558,.527,.524,.619,.529,.565,1.000,.714,.556,.167,.300,.000
fg2a,989,316th
fg3_pct,.350,136th,.348,.283,.409,.435,.338,0,0,.302,.800,.000,.417,.000,0,.333
fg3a,788,12th
ft_pct,.722,67th,.744,.715,.857,.776,.839,.508,.857,.667,1.000,1.000,0,.500,.250,0
fta,503,315th
pts_per_g,66.3,208th,14.8,14.6,9.2,7.7,7.5,7.3,2.7,2.3,1.7,1.1,0.8,0.4,0.4,0.3
orb,291,285th
drb,676,126th
ast,431,135th
stl,168,287th
blk,72,292nd
tov,370,28th
pf,530,283rd
opp_fg_pct,.428,153rd
opp_fg2_pct,.469,138th
opp_fg3_pct,.345,189th
opp_orb,329,104th
opp_drb,747,172nd
opp_ast,384,107th
opp_stl,189,96th
opp_blk,84,43rd
opp_tov,424,193rd
opp_pf,539,88th
opp_pts_per_g,61.5,38th
SOS:,8.98
ORtg:,107.2
DRtg:,99.3
ohio
g,37,0,37,0,37,37,37,37,37,37,37,37,36,29,3,9,13,9
fg_pct,.428,204th,.348,.450,.510,.449,.468,.347,.333,.622,.439,.513,1.000,.400,.250,.000
fga,2107,13th
fg2_pct,.480,174th,.394,.500,.512,.568,.480,.412,.388,.622,.500,.526,1.000,.500,.250,0
fg2a,1298,81st
fg3_pct,.344,161st,.307,.381,.000,.427,.278,.304,.288,0,.250,.000,0,.333,0,.000
fg3a,809,6th
